ckpt,prediction,ground_truth
200,3,3
200,120000,70000
200,540,540
200,15,20
200,88,64
200,220,260
200,100,160
200,240,45
200,450,460
200,210,366
200,826,694
200,6,13
200,15,18
200,50,60
200,400,125
200,230,230
200,14700,57500
200,12,7
200,6,6
200,14,15
200,16,14
200,10,7
200,8,8
200,26,26
200,2,2
200,221,243
200,80,16
200,25,25
200,44,104
200,72,80
200,35,35
200,5,5
200,190,235
200,24,12
200,1140,500
200,220,210
200,60,36
200,42,147
200,120,40
200,16,20
200,24,54
200,3600,3528
200,40,43
200,392,296
200,27,27
200,34,38
200,300,16
200,30,70
200,52,48
200,555,665
200,180,180
200,9,7
200,50,20
200,14,12
200,10,60
200,20,25
200,1216,1218
200,37,105
200,56,84
200,240,34
200,108,101
200,306,90
200,54,27
200,31,67
200,140000,140000
200,32,36
200,3,2
200,345,335
200,300,60
200,33,31
200,20,13
200,96,120
200,16,23
200,84,72
200,5,4
200,1000,1000
200,2325,2325
200,2,2
200,8,8
200,30,30
200,1800,2280
200,24,64
200,594,594
200,84,180
200,4,2
200,21,8
200,12,5
200,220,230
200,10,5
200,4,14
200,28,18
200,3,3
200,108,540
200,30,20
200,48,64
200,160,260
200,500,460
200,240,366
200,1132,694
200,6,13
200,25,60
200,125,125
200,340,230
200,66000,57500
200,12,7
200,2,6
200,14,14
200,6,7
200,8,8
200,26,26
200,4,2
200,243,243
200,120,16
200,25,25
200,63,104
200,70,80
200,35,35
200,3960,3528
200,24,43
200,465,665
200,1216,1218
400,18,18
400,48,48
400,720,720
400,400,400
400,500,500
400,71,71
400,18000,18000
400,8,8
400,4,4
400,3,3
400,200,200
400,20,20
400,1000,1000
400,88,88
400,11,11
400,30,30
400,18,18
400,40,40
400,1170,1170
400,168,168
400,5,5
400,26,26
400,10,10
400,160,160
400,82,82
400,310,310
400,14,14
400,20,20
400,4,4
400,15,15
400,45,45
400,308,308
400,207,227
400,42,42
400,60000,60000
400,366,366
400,15,15
400,26,26
400,25,45
400,17,17
400,20,20
400,17,17
400,24,24
400,11,22
400,1,1
400,2,2
400,1000,1000
400,2,2
400,240000,240000
400,67,67
400,5,5
400,60,60
400,17,17
400,11,11
400,255,255
400,3,3
400,25,25
400,12,12
400,240,240
400,34,34
400,1800,1800
400,65960,65960
400,98,98
400,12,12
400,130,130
400,68,68
400,11,11
400,12,12
400,35,25
400,2,2
400,54,54
400,3,3
400,1600,1600
400,350,350
400,45,45
400,2100,2100
400,75,75
400,24,24
400,490,490
400,144,144
400,826,826
400,30,30
400,4,6
400,98,98
400,205,205
400,22,22
400,20,20
400,975,975
400,1,1
400,2880000,2880000
400,36,36
400,36,36
400,38,38
400,72,72
400,32,32
400,500,500
400,25,25
400,20,20
400,4000,4000
400,525,525
400,18,18
400,48,48
400,720,720
400,400,400
400,500,500
400,71,71
400,18000,18000
400,8,8
400,4,4
400,3,3
400,200,200
400,20,20
400,1000,1000
400,88,88
400,11,11
400,30,30
400,18,18
400,40,40
400,1170,1170
400,168,168
400,5,5
400,26,26
400,10,10
400,160,160
400,82,82
400,310,310
400,14,14
400,20,20
400,4,4
400,15,15
400,45,45
400,308,308
400,159,227
400,42,42
400,6000,60000
400,366,366
400,15,15
400,26,26
400,35,45
400,17,17
400,20,20
400,17,17
400,24,24
400,11,22
400,1,1
400,2,2
400,1000,1000
400,2,2
400,240000,240000
400,67,67
400,5,5
400,60,60
400,17,17
400,11,11
400,255,255
400,3,3
400,25,25
400,12,12
400,240,240
400,34,34
400,1800,1800
400,65960,65960
400,98,98
400,12,12
400,130,130
400,68,68
400,11,11
400,12,12
400,20,25
400,2,2
400,54,54
400,3,3
400,1600,1600
400,350,350
400,35,45
400,2100,2100
400,75,75
400,24,24
400,490,490
400,144,144
400,826,826
400,30,30
400,4,6
400,98,98
400,205,205
400,22,22
400,20,20
400,975,975
400,1,1
400,2880000,2880000
400,36,36
400,36,36
400,38,38
400,72,72
400,32,32
400,500,500
400,25,25
400,20,20
400,4000,4000
400,525,525
400,3,6
400,2,2
400,4,4
400,100,100
400,4000,4000
400,100,100
400,200,200
400,4,4
400,50,50
400,4,4
400,5,5
400,4,4
400,3,3
400,66,66
400,4,4
400,3,3
400,2,6
400,10,10
400,50,30
400,1,1
400,6,4
400,36,60
400,50,50
400,13,13
400,14,10
400,30,30
400,56,56
400,30,30
400,12,12
400,3,3
400,4,4
400,4,4
400,30,300
400,60,60
400,5,5
400,4,4
400,30,30
400,2,2
400,3,3
400,5,5
400,12,1
400,55,55
400,16,16
400,4,4
400,50,50
400,75,75
400,400000,400000
400,80,36
400,55,55
400,4,3
400,5,5
400,6,6
400,2,2
400,23,23
400,10,10
400,168,120
400,5,7
400,6,6
400,500,100
400,100,150
400,6,6
400,8,8
400,5,5
400,6,8
400,13,13
400,20,20
400,5,5
400,58,55
400,5,8
400,3,3
400,24,24
400,50,50
400,40,40
400,400,400
400,10,11
400,40,40
400,200,200
400,6,6
400,25,25
400,1,1
400,93,93
400,60,60
400,33,33
400,60,60
400,500,3
400,50,50
400,4000,4000
400,8,8
400,5,5
400,12,12
400,6,6
400,24,24
400,520,520
400,2,2
400,4,4
400,3,3
400,3500,3500
400,12,12
400,74,74
400,18,18
400,3,3
400,50,50
400,36,45
400,1,1
400,20,20
400,43,47
400,6,6
400,5,5
400,2800,3200
400,5,10
400,2800,3160
400,6,6
400,280,240
400,5,5
400,3,3
400,10,10
400,66,66
400,175,175
400,940,940
400,48,48
400,40,20
400,5,5
400,803,803
400,8,9
400,43,43
400,5,3
400,30,18
400,-10,-10
400,72,120
400,2,2
400,11,11
400,3,3
400,50,50
400,310,34
400,50,50
400,3,15
400,40,40
400,180,1128
400,21,9
400,140,140
400,12,12
400,30,21
400,306,306
400,1,1
400,30,30
400,20,22
400,300,300
400,6,6
400,11,11
400,56,48
400,50,50
400,50,50
400,17,17
400,5,5
400,159,159
400,16,16
400,12,12
400,2,2
400,1,1
400,92,92
400,315,315
400,2,2
400,2800,2800
400,700,700
400,200,250
400,180,180
400,70,70
400,350,350
400,168,168
400,32,64
400,3,3
400,440,440
400,5600,5600
400,5,5
400,20,13
400,5,5
400,5,5
400,3,3
400,56000,224000
400,50,50
400,6,6
400,8,10
400,2,2
400,15,15
400,20,20
400,18,6
400,280,280
400,160,160
400,360,360
400,98,98
400,5922,9092
400,30,20
400,150,150
400,50,40
400,7,7
400,75,75
400,4,4
400,3,3
400,30,30
400,40,40
400,100,100
400,180,291
400,2,2
400,540,540
400,20,20
400,12,12
400,10,10
400,98,98
400,5,5
400,21,21
400,5,5
400,5,5
400,1,1
400,16,16
400,5,5
400,360,360
400,20,20
400,2,2
400,17,17
400,50,50
400,25,25
400,7,7
400,18,18
400,4,7
400,4,4
400,15,15
400,13,13
400,18,16
400,6,3
400,7,7
400,38,38
400,5,5
400,36,36
400,280,280
400,50,50
400,100,100
400,5,10
400,120,120
400,90,90
400,2,2
400,50,50
400,73,73
400,25,25
400,168000,168000
400,900,900
400,12,8
400,30,30
400,4,10
400,300,500
400,75,75
400,40,50
400,31,20
400,2,2
400,1,3
400,4,4
400,400,200
400,250,250
400,2000,2000
400,34,36
400,3,3
400,4,6
400,180,180
400,12,12
400,310,310
400,5,5
400,6,6
400,30,30
400,14,14
400,150,150
400,138,138
400,17,24
400,27,27
400,1,1
400,20,23
400,736,736
400,280,200
400,5,20
400,4,6
400,500,500
400,90,90
400,110,110
400,1,3
400,26,26
400,1,1
400,240,240
400,1200,14400
400,200,200
400,60,60
400,310,320
400,15,15
400,3430,3430
400,5,5
400,61,55
400,20,20
400,5000,5000
400,60,80
400,70,70
400,8,8
400,10,10
400,4,4
400,77,77
400,28,28
400,10,20
400,180,180
400,30,30
400,4,4
400,145,145
400,12,24
400,45,45
400,15,15
400,100,100
400,5,15
400,16,16
400,80,80
400,2,22
400,7,7
400,6,18
400,36,24
400,200,120
400,459,459
400,100,200
400,4,4
400,103500,131250
400,2,2
400,11,7
400,5,5
400,14,8
400,6,10
400,623,623
400,2,1
400,31,31
400,12,12
400,2,2
400,667,665
400,4,4
400,20,20
400,1,1
400,29,29
400,16,16
400,1,1
400,3,3
400,1,1
400,3000,2000
400,4,4
400,30,30
400,5,5
400,5,5
400,3,2
400,100,100
400,296,296
400,2,2
400,4,3
400,140000,140000
400,10,9
400,15,15
400,40,40
400,145,105
400,1,1
400,2600,2600
400,100,100
400,81,81
400,20,20
400,21,21
400,1,1
400,17,17
400,7200,72000
400,3,3
400,15,15
400,17,17
400,30,30
400,8,8
400,3,3
400,2000,1000
400,80,80
400,60,48
400,4,4
400,300,300
400,40,40
400,12,12
400,5,13
400,75,105
400,446,428
400,54,54
400,40,40
400,2,2
400,5,5
400,280,390
400,1591,1509
400,10,10
400,1,1
400,30,30
400,36,36
400,3,3
400,25,14
400,70,70
400,360,360
400,15,12
400,700,700
400,99,99
400,200,260
400,13,6
400,35,35
400,1,1
400,4,4
400,20,40
400,1110,1110
400,30,30
400,5,5
400,88000,88000
400,24,24
400,18,18
400,6,6
400,20,10
400,13,25
400,24,24
400,6,9
400,31,31
400,13,10
400,61,87
400,5,5
400,576,576
400,20,20
400,4,4
400,16,21
400,20,20
400,4,4
400,3,3
400,16,16
400,17,17
400,55,55
400,10,10
400,4,1
400,10,10
400,17,32
400,5000,5000
400,160,160
400,5,5
400,1090,1090
400,2,2
400,133,133
400,10,10
400,24,24
400,150000,150000
400,109,109
400,18,12
400,2,2
400,341,341
400,2,2
400,4,4
400,30,30
400,420,420
400,38,38
400,34,30
400,16,16
400,65960,65960
400,3,3
400,36,34
400,42,42
400,3,3
400,30,30
400,40,27
400,5,5
400,570,570
400,3,3
400,8,8
400,100,100
400,240,240
400,100,100
400,50,34
400,91,91
400,-3,-3
400,50,45
400,1200,1200
400,5,5
400,3,3
400,60,30
400,50,50
400,27,27
400,60,56
400,78,84
400,100,92
400,36,36
400,2,2
400,260,320
400,2,2
400,21,21
400,3,3
400,5000,3200
400,5,5
400,1,1
400,13,13
400,43,26
400,55,59
400,54,54
400,30,30
400,11,16
400,125,125
400,2,2
400,4,4
400,14,14
400,576,1920
400,43,41
400,54,108
400,300,450
400,5,5
400,3528,3528
400,20,20
400,145,145
400,147,147
400,300,120
400,100,200
400,100,100
400,5760,5760
400,53,53
400,36,32
400,1050,1050
400,64,64
400,83,83
400,160,160
400,160,120
400,240,240
400,50,50
400,1,1
400,15,15
400,20,20
400,147,78
400,6,6
400,3,3
400,10,10
400,65,65
400,83,101
400,120,104
400,1,1
400,350,350
400,25,15
400,2,2
400,220,230
400,3,2
400,11,5
400,42,42
400,26,26
400,15400,15400
400,175,175
400,20,20
400,100,100
400,50,50
400,130000,130000
400,2,2
400,225,225
400,14000,14000
400,6,6
400,68,72
400,25,25
400,42,42
400,18,18
400,57500,57500
400,98,98
400,800,800
400,5,3
400,18,18
400,250,250
400,32,32
400,2,2
400,50,50
400,35,35
400,10,10
400,60,66
400,90,90
400,17,14
400,320,300
400,40000,40000
400,180,120
400,3,3
400,432,432
400,312,312
400,40,40
400,13,13
400,260,192
400,188,188
400,216,216
400,36,36
400,4,4
400,60,78
400,40,40
400,310,1240
400,20,20
400,11,9
400,71,104
400,4,4
400,70,70
400,16,16
400,15,15
400,4,4
400,3,4
400,11,11
400,3,3
400,14,14
400,5,18
400,6,6
400,123,123
400,25,25
400,3,3
400,80,50
400,8,8
400,300,300
400,15,15
400,276000,276000
400,310,880
400,255,255
400,2600,2400
400,142,142
400,50,50
400,235,235
400,3,3
400,5,5
400,12,24
400,4,4
400,16,16
400,33,33
400,27,27
400,15,15
400,56,56
400,12,12
400,36,36
400,16,7
400,4,4
400,270,270
400,5,10
400,240,240
400,3,3
400,17,37
400,4000,3000
400,35,35
400,67,67
400,1,1
400,2,2
400,5,5
400,60,38
400,40,40
400,20,20
400,38,38
400,93,93
400,694,694
400,15,15
400,2,2
400,5,6
400,17,20
400,11,11
400,74,74
400,1375,1375
400,50,50
400,75,75
400,25,31
400,16,13
400,5600,5600
400,60,60
400,72,72
400,200,100
400,6400,6400
400,50,60
400,44,44
400,2,19
400,60,60
400,100,100
400,10,10
400,4,16
400,155,215
400,20,20
400,5,10
400,150,105
400,5,3
400,4000,4000
400,260,260
400,500,1100
400,2,2
400,308,220
400,22,22
400,27,23
400,5,7
400,4,8
400,138,138
400,60,90
400,15,15
400,50,100
400,16,16
400,31,31
400,700,700
400,1,1
400,4,6
400,20,20
400,34,26
400,2,2
400,60,66
400,4,4
400,32,32
400,247,247
400,60,60
400,5,5
400,20,50
400,1,1
400,25,25
400,16,14
400,5,5
400,1200,1200
400,132,132
400,142,142
400,12,12
400,95,95
400,12,12
400,8,11
400,82,155
400,260,89
400,31,25
400,3,9
400,200,350
400,2,3
400,3,3
400,18000,18000
400,300,300
400,34,34
400,144,144
400,160,160
400,48,48
400,50,40
400,75,75
400,1420000,162000
400,24,36
400,92,92
400,2304,2304
400,15,35
400,21,21
400,11,11
400,1,1
400,8400,8400
400,3,3
400,280,85
400,3,3
400,20,20
400,4000,4000
400,32,32
400,120,120
400,5,5
400,4,4
400,50,50
400,3,2
400,1000,1000
400,4,4
400,4,4
400,15,15
400,50,80
400,1,1
400,9,9
400,160,170
400,9300,9300
400,79,79
400,700,575
400,30,30
400,3,3
400,6,6
400,130,130
400,5,7
400,4,4
400,10,10
400,45,45
400,150,150
400,975,975
400,2,3
400,6,6
400,2,2
400,30,30
400,3,3
400,20,20
400,30,36
400,12,12
400,4,6
400,24,24
400,3000,3000
400,11,11
400,2,2
400,10,10
400,15,15
400,40,35
400,6,6
400,4,4
400,39500,43500
400,60,110
400,120,120
400,40,40
400,2,5
400,2,3
400,$11,12
400,3,3
400,12,12
400,4,4
400,3,3
400,25,25
400,5,5
400,32,32
400,280,280
400,3,3
400,16,20
400,200,40
400,6,6
400,1,1
400,30,12
400,280,168
400,4,2
400,25,25
400,400,2000
400,35,60
400,3,5
400,24,9
400,60,60
400,24,16
400,366,366
400,16,16
400,385000,385000
400,41,60
400,8,8
400,20,20
400,500,500
400,31,42
400,18,18
400,2800,5600
400,120,80
400,9,5
400,50,16
400,20,25
400,26,26
400,5,5
400,280,280
400,4,4
400,36,54
400,160,172
400,60,60
400,3,8
400,72,75
400,40,80
400,2,2
400,13,22
400,26,26
400,50,50
400,68,132
400,55,49
400,259,162
400,15,60
400,50,20
400,2080,2280
400,4,4
400,10,8
400,100,280
400,12,2
400,2,2
400,12,4
400,21,21
400,2,2
400,4,10
400,26,45
400,17,17
400,36,36
400,30,80
400,6,5
400,320,320
400,120,360
400,5,6
400,4000,15000
400,6,5
400,20,10
400,840,720
400,8,4
400,5,16
400,594,594
400,5,15
400,21,30
400,2,2
400,6,2
400,1,1
400,5,6
400,15,30
400,30,90
400,4,5
400,8000,4000
400,3,3
400,308,1198
400,30,28
400,12,8
400,3,3
400,8,15
400,50,11
400,800,1000
400,2000,5000
400,23,14
400,168,168
400,15,11
400,200000,180000
400,3,3
400,40,40
400,2,2
400,4,8
400,500,1000
400,5,5
400,216,576
400,41,44
400,100,200
400,50,50
400,12,20
400,310,62
400,25,25
400,27,27
400,36,36
400,260,80
400,40,40
400,100,350
400,148000,129200
400,227,298
400,20000,17500
400,4,8
400,30,52
400,2,10
400,2,2
400,61,842
400,60,60
400,100,140
400,16,16
400,160,100
400,200,160
400,5,8
400,104,132
400,50,50
400,4,4
400,24,12
400,50,56
400,25,75
400,2,2
400,280,100
400,2,4
400,1,3
400,3,3
400,6,4
400,45,36
400,31,42
400,34,16
400,60000,60000
400,145,100
400,60,20
400,15,20
400,1400,1400
400,180,360
400,1000,1000
400,43,34
400,2,1
400,60,60
400,130,100
400,167,187
400,98,37
400,24,29
400,32,4
400,1050,1875
400,120,120
400,576,720
400,20,19
400,2,67
400,4,6
400,300,100
400,18,18
400,25,31
400,1680,1596
400,2,2
400,71,80
400,3,4
400,31,12
400,66,66
400,21,50
400,5,6
400,16,14
400,15,9
400,4,3
400,240,150
400,24,48
400,20,15
400,10,50
400,6,10
400,8,2
400,50,80
400,25,60
400,10000,20000
400,11,11
400,16000,45000
400,15,12
400,40,40
400,300,300
400,5,17
400,255,195
400,17,16
400,40,100
400,5,5
400,500,7500
400,1,1
400,32,120
400,50,50
400,50,25
400,30,10
400,8,2
400,5,4
400,1170,2400
400,300,70
400,40,50
400,83,88
400,65,54
400,95,90
400,5,18
400,11,410
400,50,5
400,98,21
400,10,40
400,4,6
400,142,15
400,518,452
400,36,24
400,74,83
400,16,21
400,160,150
400,2520,1260
400,3,4
400,2,2
400,375,375
400,36,45
400,1600,1600
400,30,4
400,5,6
400,24,8
400,74,27
400,8,21
400,36,33
400,100,5000
400,17,17
400,12,12
400,2,4
400,15,10
400,2,1
400,400,800
400,6,2
400,10,6
400,460,460
400,240,40
400,30,15
400,2,2
400,5,5
400,826,826
400,5,20
400,60,70
400,30,30
400,6,4
400,40,48
400,16,10
400,5,20
400,6020,11050
400,840,500
400,870,1210
400,240,120
400,32,64
400,200,60
400,70,84
400,2,2
400,570,770
400,160,20
400,5,4
400,5,15
400,20,8
400,5,25
400,5,20
400,40,40
400,150,240
400,12,10
400,75,20
400,50,25
400,2,3000
400,50,20
400,77,68
400,2160,64800
400,27,21
400,50,120
400,205,205
400,306,374
400,20,54
400,4,8
400,36,56
400,16,6
400,180000,85000
400,2,2
400,30,40
400,3,6
400,20,20
400,20,20
400,30,93
400,5,70
400,40,48
400,5,5
400,2,15
400,4,5
400,4,15
400,15,15
400,560,400
400,1,8
400,3,4
400,235,335
400,4,3
400,130,120
400,4,7
400,8,20
400,27,39
400,6,2
400,50,80
400,9,9
400,40,45
400,60,120
400,25500,20000
400,16,13
400,20,5
400,60,50
400,15,105
400,1050,42
400,60,15
400,8,16
400,11,11
400,560,840
400,5,5
400,100,100
400,30,30
400,1318,1218
400,40,3
400,200,200
400,50,50
400,84000,95200
400,100,113
400,20,20
400,31,26
400,5,2
400,343,251
400,50,50
400,33,16
400,30,32
400,4,12
400,160,220
400,17280,7400
400,75,50
400,20,34
400,8,8
400,30,44
400,6,11
400,4,14
400,87,123
400,1,1
400,24,24
400,34,14
400,13,39
400,3000,7200
400,25,20
400,700,700
400,3000,5000
400,25,45
400,193,193
400,22,20
400,100,60
400,1540,1430
400,40,25
400,280,135
400,540,1080
400,700,1500
400,200,200
400,576,96
400,98,122
400,21,21
400,5,5
400,300,450
400,70,90
400,2,100
400,$130,110
400,9,6
400,80,160
400,700,675
400,50,45
400,490,490
400,36,48
400,250,60
400,4,7
400,180,200
400,34,60
400,69,75
400,5,3
400,5,3
400,308,336
400,14,7
400,5,9
400,3,3
400,5,5
400,30,56
400,300,600
400,15,11
400,2,5
400,4,2
400,168,348
400,30,30
400,2,8
400,5000,3000
400,2,15
400,54,54
400,24,6
400,25,27
400,63,87
400,2,4
400,40,75
400,34,20
400,182,273
400,50,25
400,17,23
400,4,4
400,30,48
400,230000,330000
400,4,4
400,100,50
400,80,52
400,93,104
400,6,7
400,4,5
400,20,10
400,260,398
400,186,180
400,1000,1000
400,7200,9360
400,5,5
400,100,50
400,100,120
400,2,1
400,13,7
400,4,4
400,72,18
400,43,9
400,3,3
400,30,20
400,5,3
400,2,4
400,40,40
400,3,5
400,72,120
400,400,200
400,10500,27000
400,50,50
400,40,51
400,2,14
400,142,54
400,41,30
400,132,110
400,27,27
400,60,42
400,117,195
400,12,12
400,20,28
400,11,12
400,2,10
400,6,2
400,98,101
400,10,20
400,42,42
400,215,225
400,30,20
400,18,18
400,2,2
400,8000,40000
400,36,189
400,3,2
400,15,12
400,\$2,7
400,24,160
400,6,6
400,5,4
400,230,2
400,120,12
400,18,18
400,4,4
400,30,15
400,20,38
400,400,300
400,50,50
400,12,10
400,3,1
400,45,21
400,400,400
400,30,50
400,16,9
400,7,10
400,3,2
400,310,310
400,560,560
400,4000,8000
400,160,2400
400,89,147
400,250,500
400,5,10
400,5,25
400,5,3
400,12,25
400,4,4
400,14,6
400,77,120
400,30,10
400,3,2
400,40,30
400,28,16
400,4,5
400,4,10
400,20,4200
400,13,6
400,4,7
400,3,3
400,17,23
400,50,50
400,75,15
400,45,60
400,48,56
400,1,1
400,60,60
400,30,20
400,36,32
400,3,3
400,6000,3000
400,20,20
400,90000,90000
400,31,23
400,36,33
400,11,12
400,83,48
400,1000,1000
400,36,36
400,40,32
400,12,5
400,15,225
400,60,30
400,30,40
400,552,96
400,5,5
400,5,5
400,1380000,120000
400,4,1
400,25,25
400,138,243
400,3,2
400,12,6
400,17,20
400,45,75
400,28000,9500
400,18,18
400,35,26
400,27000,93000
400,6,9
400,50,100
400,30,30
400,400,75
400,45,50
400,20,20
400,500,750
400,70,70
400,4,4
400,15,15
400,104100,114200
400,145,91
400,56,76
400,138,240
400,13,17
400,2,3
400,4,3
400,30,50
400,15,10
400,40,40
400,15,15
400,3,6
400,31,33
400,16,32
400,350,250
400,20,10
400,32,10
400,45,70
400,75,75
400,20,20
400,25,25
400,35,50
400,30,70
400,30,14
400,3,2
400,45,10
400,34,34
400,20,80
400,31,27
400,2,6
400,3,3
400,55,230
400,40,20
400,260,200
400,21,20
400,49,52
400,803,41
400,13,31
400,1080,540
400,45,255
400,60,40
400,279,90
400,27,27
400,20,20
400,2100,1800
400,8,16
400,20,20
400,37,20
400,350,350
400,30,100
400,28,28
400,31,30
400,5,5
400,5,5
400,69,83
400,4,1
400,43,50
400,130,120
400,30,10
400,75,120
400,14,23
400,50,145
400,4,4
400,2325,2325
400,178,319
400,8,5
400,20,20
400,150,105
400,17,17
400,40,63
400,5,5
400,10,10
400,15,11
400,1,1
400,65,58
400,75,50
400,5,3
400,21,21
400,5,3
400,4000,2000
400,2,8
400,21,21
400,312,520
400,65,60
400,16,12
400,18,18
400,4,6
400,3,3
400,6,6
400,36,42
400,3,2
400,2,2
400,41,69
400,4000,50000
400,2,12
400,40,220
400,5,10
400,2,2
400,3,2
400,1225,1125
400,40,34
400,2,2
400,60,60
400,4000,14000
400,54,360
400,52,156
400,35,30
400,26,26
400,700,500
400,350,230
400,18,32
400,7200,43200
400,30,20
400,4,1
400,40,8
400,145,175
400,15,15
400,45,15
400,72,72
400,3,4
400,50,30
400,4,3
400,24,14
400,30,6
400,130,130
400,6,7
400,120,16
400,280,156
400,180,284
400,280,120
400,525,525
400,50,100
400,40,300
400,18,85
400,2,2
400,14,8
400,40,26
400,20,20
400,3,5
400,5600,5600
400,13,13
400,20,10
400,2,2
400,1470,245
400,16,16
400,50,29
400,50,60
400,2800,1520
400,20,20
400,50,50
400,50,10
400,72,64
400,72,17
400,20,20
400,34,38
400,40,40
400,50,140
400,120,480
400,2,2
400,5,3
400,9,9
400,7000,4500
400,5,8
400,83,79
400,2,4
400,5000,6600
400,5,30
400,88,88
400,15,13
400,3360,3360
400,5,5
400,310,210
400,9,20
400,5,12
400,605,55
400,160,112
400,40,50
400,12,10
400,36,48
400,15,13
400,5,7
400,2400,600
400,20,20
400,30,22
400,5,6
400,8,6
400,30,31
400,30,2
400,700,860
400,120,140
400,200,400
400,30,30
400,56,38
400,300,400
400,555,762
400,180,144
400,12,28
400,2,4
400,50,20
400,98,70
400,5250,7425
400,60,48
400,5,2
400,6,8
400,98,98
400,12,30
400,800,450
400,2,4
400,100,100
400,61,45
400,78,78
400,40,20
400,50,50
400,24,16
400,2,8
400,308,308
400,3,5
400,30,85
400,30,30
400,13,12
400,50,50
400,280,270
400,1170,1170
400,4,1
400,80,80
400,575,480
400,56000,70000
400,16,5
400,250,750
400,50,7
400,59,57
400,4,6
400,138,64
400,3,3
400,30,36
400,5,3
400,8,36
400,20,10
400,5,2
400,3,3
400,8,9
400,4,4
400,21,43
400,3,2
400,36,60
400,12,18
400,40,80
400,3,3
400,72,36
400,3,2
400,5,3
400,81,63
400,75,45
400,700,700
400,6,7
400,92,64
400,2,5
400,500,500
400,6,6
400,3,3
400,75,75
400,296,160
400,50,48
400,43,29
400,2,2
400,17,9
400,55,40
400,154000,262500
400,10,2
400,50,48
400,100,240
400,23,91
400,54,48
400,12,12
400,3,3
400,4,2
400,80,80
400,5,150
400,50,120
400,30,75
400,50,50
400,123,84
400,24,12
400,20,18
400,20,20
400,570,540
400,14,14
400,6,4
400,4,4
400,1400,2050
400,3,4
400,4,4
400,15,7
400,4,8
400,250,25
400,3,5
400,20,20
400,4,4
400,3,2
400,50,50
400,82,82
400,15,15
400,36,36
400,6000,7000
400,10,5
400,32,23
400,12,8
400,50,50
400,98,68
400,50,40
400,260,300
400,2,1
400,72,81
400,40,40
400,4,4
400,25,25
400,625,2125
400,71,71
400,54,34
400,405,595
400,40,32
400,3,15
400,24,24
400,288,288
400,42,34
400,280,360
400,16,4
400,180,1490
400,2,19
400,2880000,2880000
400,2,14
400,20,2
400,3,2
400,2,10
400,50,94
400,50,30
400,3,2
400,68,68
400,48,48
400,105,57
400,98,168
400,25000,50000
400,400,400
400,300,200
400,5,2
400,15,15
400,16,28
400,15,15
400,60,32
400,2,2
400,16,19
400,14,60
400,28,32
400,2,20
400,15,15
400,14,7
400,5,3
400,100,110
400,3,1
400,44,44
400,250,650
400,15,9
400,97,80
400,2100,2100
400,5000,2450
400,20,25
400,25,25
400,15,18
400,11,11
400,50,10
400,3,1
400,5,8
400,24,64
400,15,32
400,3,6
400,6,7
400,500,370
400,16,12
400,4,2
400,35,45
400,205,175
400,5,4
400,30,100
400,2960,3140
400,1630,655
400,17,19
400,5,9
400,6,40
400,11,14
400,140,112
400,20,36
400,5,2
400,280,35
400,5,5
400,50,75
400,4,7
400,30,15
400,6,5
400,3,2
400,80,300
400,90,95
400,4,3
400,6,50
400,41,50
400,2,3
400,10,10
400,200,200
400,2,3
400,2,1
400,12,24
400,50,50
400,12,10
400,5,5
400,200,40
400,10,10
400,5,26
400,18,4
400,8,9
400,10,40
400,800,800
400,71,70
400,2940,7300
400,8,8
400,720,720
400,5,8
400,1200,1300
400,6,5
400,50,50
400,200,480
400,576,320
400,579,324
400,250,250
400,1820,2640
400,70,50
400,200,240
400,24,20
400,250,80
400,8,8
400,5,260
400,1170,482
400,88,80
400,$100,35
400,12,1
400,8,5
400,69,84
400,91,153
400,291,157
400,40,40
400,4,10
400,17,10
400,3,3
